Area_Name,Year,Total_Cases_for_Trial,
Jharkhand,2005,8692,
Karnataka,2005,17753,
Kerala,2005,25991,
Lakshadweep,2005,4,
Madhya Pradesh,2005,61682,
Maharashtra,2005,100147,
Manipur,2005,96,
Meghalaya,2005,548,
Mizoram,2005,211,
Nagaland,2005,109,
Odisha,2005,24604,
Puducherry,2005,305,
Punjab,2005,5062,
Rajasthan,2005,37131,
Sikkim,2005,46,
Tamil Nadu,2005,18807,
Tripura,2005,1931,
Uttar Pradesh,2005,54661,
Uttarakhand,2005,2603,
West Bengal,2005,61558,
Andaman & Nicobar Islands,2006,224,
Andhra Pradesh,2006,40701,
Arunachal Pradesh,2006,1106,
Assam,2006,14314,
Bihar,2006,23450,
Chandigarh,2006,648,
Chhattisgarh,2006,16961,
Dadra & Nagar Haveli,2006,72,
Daman & Diu,2006,34,
Delhi,2006,9430,
Goa,2006,307,
Gujarat,2006,44740,
Haryana,2006,11028,
Himachal Pradesh,2006,3228,
Jammu & Kashmir,2006,9704,
Jharkhand,2006,8605,
Karnataka,2006,17601,
Kerala,2006,28602,
Lakshadweep,2006,3,
Madhya Pradesh,2006,61600,
Maharashtra,2006,103740,
Manipur,2006,95,
Meghalaya,2006,620,
Mizoram,2006,288,
Nagaland,2006,79,
Odisha,2006,27507,
Puducherry,2006,353,
Punjab,2006,5708,
Rajasthan,2006,38450,
Sikkim,2006,54,
Tamil Nadu,2006,16253,
Tripura,2006,2239,
Uttar Pradesh,2006,56032,
Uttarakhand,2006,2994,
West Bengal,2006,68477,
Andaman & Nicobar Islands,2007,252,
Andhra Pradesh,2007,47423,
Arunachal Pradesh,2007,1185,
Assam,2007,15060,
Bihar,2007,25078,
Chandigarh,2007,686,
Chhattisgarh,2007,18121,
Dadra & Nagar Haveli,2007,75,
Daman & Diu,2007,35,
Delhi,2007,10189,
Goa,2007,292,
Gujarat,2007,49233,
Haryana,2007,12201,
Himachal Pradesh,2007,3385,
Jammu & Kashmir,2007,10561,
Jharkhand,2007,8381,
Karnataka,2007,18097,
Kerala,2007,31023,
Lakshadweep,2007,5,
Madhya Pradesh,2007,63763,
Maharashtra,2007,108960,
Manipur,2007,93,
Meghalaya,2007,651,
Mizoram,2007,207,
Nagaland,2007,76,
Odisha,2007,30300,
Puducherry,2007,460,
Punjab,2007,6358,
Rajasthan,2007,39639,
Sikkim,2007,72,
Tamil Nadu,2007,16279,
Tripura,2007,2860,
Uttar Pradesh,2007,59191,
Uttarakhand,2007,3163,
West Bengal,2007,76273,
Andaman & Nicobar Islands,2009,348,
Andhra Pradesh,2009,53939,
Arunachal Pradesh,2009,1372,
Assam,2009,18431,
Bihar,2009,27442,
Chandigarh,2009,651,
Chhattisgarh,2009,20222,
Dadra & Nagar Haveli,2009,92,
Daman & Diu,2009,37,
Delhi,2009,12250,
Goa,2009,365,
Gujarat,2009,56970,
Haryana,2009,14443,
Himachal Pradesh,2009,3866,
Jammu & Kashmir,2009,12029,
Jharkhand,2009,8476,
Karnataka,2009,21225,
Kerala,2009,35184,
Lakshadweep,2009,8,
Madhya Pradesh,2009,64910,
Maharashtra,2009,119842,
Manipur,2009,98,
Meghalaya,2009,761,
Mizoram,2009,280,
Nagaland,2009,91,
Odisha,2009,36238,
Puducherry,2009,536,
Punjab,2009,7757,
Rajasthan,2009,45437,
Sikkim,2009,152,
Tamil Nadu,2009,16800,
Tripura,2009,4147,
Uttar Pradesh,2009,64672,
Uttarakhand,2009,3621,
West Bengal,2009,99803,
Andaman & Nicobar Islands,2010,401,
Andhra Pradesh,2010,58828,
Arunachal Pradesh,2010,1440,
Assam,2010,21475,
Bihar,2010,28149,
Chandigarh,2010,624,
Chhattisgarh,2010,21278,
Dadra & Nagar Haveli,2010,102,
Daman & Diu,2010,43,
Delhi,2010,13237,
Goa,2010,406,
Gujarat,2010,60292,
Haryana,2010,15390,
Himachal Pradesh,2010,4098,
Jammu & Kashmir,2010,12267,
Jharkhand,2010,8127,
Karnataka,2010,23847,
Kerala,2010,38730,
Lakshadweep,2010,7,
Madhya Pradesh,2010,66646,
Maharashtra,2010,125253,
Manipur,2010,104,
Meghalaya,2010,838,
Mizoram,2010,318,
Nagaland,2010,102,
Odisha,2010,41335,
Puducherry,2010,568,
Punjab,2010,7562,
Rajasthan,2010,49429,
Sikkim,2010,160,
Tamil Nadu,2010,17143,
Tripura,2010,4819,
Uttar Pradesh,2010,63067,
Uttarakhand,2010,3821,
West Bengal,2010,118437,
